file,year,survey_type,agency_scope,question_id,main_question,question_texts,survey_variable_names,data_file_variable_names,variable_formats,values,value_labels,domain,weight_priority,matched_keywords
2023_AM_State_data.xlsx,2023,AM,State,43,Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Twisted copper pair/Twisted wire pair Asked if Q42_03=1,Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Twisted copper pair/Twisted wire pair Asked if Q42_03=1 || Commercial Vehicle Operations || Data Management || Maintenance and Construction || Parking Management || Public Safety || Public Transportation || Support || Sustainable Travel || Traffic Management || Traveler Information || Vehicle Safety || Weather || Other (please specify): _____________________ || Don’t know [EXCLUSIVE] || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Digital subscriber line (DSL) Asked if Q42_04=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Data cable over modem Asked if Q42_05=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. 5G New Radio and Small cell infrastructure Asked if Q42_06=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Cellular (LTE-4G) Asked if Q42_07=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Cellular (GPRS – 2G or 3G) Asked if Q42_08=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. LTE-Cellular V2X (LTE-CV2X) Asked if Q42_09=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Dedicated short range communications (DSRC) Asked if Q42_10=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Wi-Fi Asked if Q42_11=1 || Please indicate how your agency is using the telecommunication technology(ies) shown below to enable ITS on arterials. Ultra-wideband (UWB) Asked if Q42_13=1,AQ43_TCP_01 || AQ43_TCP_02 || AQ43_TCP_03 || AQ43_TCP_04 || AQ43_TCP_05 || AQ43_TCP_06 || AQ43_TCP_07 || AQ43_TCP_08 || AQ43_TCP_09 || AQ43_TCP_10 || AQ43_TCP_11 || AQ43_TCP_12 || AQ43_TCP_13 || AQ43_TCP_14 || AQ43_TCP_13TXT || AQ43_DSL_01 || AQ43_DSL_02 || AQ43_DSL_03 || AQ43_DSL_04 || AQ43_DSL_05 || AQ43_DSL_06 || AQ43_DSL_07 || AQ43_DSL_08 || AQ43_DSL_09 || AQ43_DSL_10 || AQ43_DSL_11 || AQ43_DSL_12 || AQ43_DSL_13 || AQ43_DSL_14 || AQ43_DSL_13TXT || AQ43_DCM_01 || AQ43_DCM_02 || AQ43_DCM_03 || AQ43_DCM_04 || AQ43_DCM_05 || AQ43_DCM_06 || AQ43_DCM_07 || AQ43_DCM_08 || AQ43_DCM_09 || AQ43_DCM_10 || AQ43_DCM_11 || AQ43_DCM_12 || AQ43_DCM_13 || AQ43_DCM_14 || AQ43_DCM_13TXT || AQ43_5G_01 || AQ43_5G_02 || AQ43_5G_03 || AQ43_5G_04 || AQ43_5G_05 || AQ43_5G_06 || AQ43_5G_07 || AQ43_5G_08 || AQ43_5G_09 || AQ43_5G_10 || AQ43_5G_11 || AQ43_5G_12 || AQ43_5G_13 || AQ43_5G_14 || AQ43_5G_13TXT || AQ43_4G_01 || AQ43_4G_02 || AQ43_4G_03 || AQ43_4G_04 || AQ43_4G_05 || AQ43_4G_06 || AQ43_4G_07 || AQ43_4G_08 || AQ43_4G_09 || AQ43_4G_10 || AQ43_4G_11 || AQ43_4G_12 || AQ43_4G_13 || AQ43_4G_14 || AQ43_4G_13TXT || AQ43_GPRS_01 || AQ43_GPRS_02 || AQ43_GPRS_03 || AQ43_GPRS_04 || AQ43_GPRS_05 || AQ43_GPRS_06 || AQ43_GPRS_07 || AQ43_GPRS_08 || AQ43_GPRS_09 || AQ43_GPRS_10 || AQ43_GPRS_11 || AQ43_GPRS_12 || AQ43_GPRS_13 || AQ43_GPRS_14 || AQ43_GPRS_13TXT || AQ43_V2X_01 || AQ43_V2X_02 || AQ43_V2X_03 || AQ43_V2X_04 || AQ43_V2X_05 || AQ43_V2X_06 || AQ43_V2X_07 || AQ43_V2X_08 || AQ43_V2X_09 || AQ43_V2X_10 || AQ43_V2X_11 || AQ43_V2X_12 || AQ43_V2X_13 || AQ43_V2X_14 || AQ43_V2X_13TXT || AQ43_DSRC_01 || AQ43_DSRC_02 || AQ43_DSRC_03 || AQ43_DSRC_04 || AQ43_DSRC_05 || AQ43_DSRC_06 || AQ43_DSRC_07 || AQ43_DSRC_08 || AQ43_DSRC_09 || AQ43_DSRC_10 || AQ43_DSRC_11 || AQ43_DSRC_12 || AQ43_DSRC_13 || AQ43_DSRC_14 || AQ43_DSRC_13TXT || AQ43_WIFI_01 || AQ43_WIFI_02 || AQ43_WIFI_03 || AQ43_WIFI_04 || AQ43_WIFI_05 || AQ43_WIFI_06 || AQ43_WIFI_07 || AQ43_WIFI_08 || AQ43_WIFI_09 || AQ43_WIFI_10 || AQ43_WIFI_11 || AQ43_WIFI_12 || AQ43_WIFI_13 || AQ43_WIFI_14 || AQ43_WIFI_13TXT || AQ43_UWB_01 || AQ43_UWB_02 || AQ43_UWB_03 || AQ43_UWB_04 || AQ43_UWB_05 || AQ43_UWB_06 || AQ43_UWB_07 || AQ43_UWB_08 || AQ43_UWB_09 || AQ43_UWB_10 || AQ43_UWB_11 || AQ43_UWB_12 || AQ43_UWB_13 || AQ43_UWB_14 || AQ43_UWB_13TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,"Connected, Automated, and Emerging Vehicle Technology",Medium,v2x; dsrc; 5g
2023_AM_State_data.xlsx,2023,AM,State,45,Does your agency utilize an asset management system to track Intelligent Transportation Systems (ITS) inventory and/or ITS maintenance and operations activity on arterials?,"Does your agency utilize an asset management system to track Intelligent Transportation Systems (ITS) inventory and/or ITS maintenance and operations activity on arterials? || Yes, system tracks inventory of ITS field devices || Yes, system tracks inventory of ITS central systems / software || Yes, system tracks maintenance and operations of ITS field devices || Yes, system tracks maintenance and operations of ITS central systems / software || No, my agency does not have an ITS asset management system [EXCLUSIVE] || Not applicable, my agency has not deployed ITS [EXCLUSIVE]",AQ45_01 || AQ45_02 || AQ45_03 || AQ45_04 || AQ45_05 || AQ45_06,,Boolean,"0,1,-9999",0=No;1=Yes;-9999=No response provided,ITS Program Planning and Operational Support,Medium,asset management; inventory
2023_AM_State_data.xlsx,2023,AM,State,48,Does your agency have a documented cybersecurity policy that explicitly addresses Intelligent Transportation Systems (ITS) technologies/equipment?,Does your agency have a documented cybersecurity policy that explicitly addresses Intelligent Transportation Systems (ITS) technologies/equipment?,Excluded for privacy,,,,,ITS Program Planning and Operational Support,Medium,cybersecurity
2023_AM_State_data.xlsx,2023,AM,State,49,Is your agency planning to develop a cybersecurity policy that explicitly addresses ITS technologies/equipment? Asked if Q48=2 or 3,Is your agency planning to develop a cybersecurity policy that explicitly addresses ITS technologies/equipment? Asked if Q48=2 or 3,Excluded for privacy,,,,,ITS Program Planning and Operational Support,Medium,cybersecurity
2023_AM_State_data.xlsx,2023,AM,State,50,"In the last five years, has your agency conducted incident response exercises that include ITS equipment/technologies to prepare for ITS cybersecurity events? Asked if Q48=1,2,3,5, or -9999","In the last five years, has your agency conducted incident response exercises that include ITS equipment/technologies to prepare for ITS cybersecurity events? Asked if Q48=1,2,3,5, or -9999",Excluded for privacy,,,,,Safety Enforcement and Incident Response,High,incident response
2023_AM_State_data.xlsx,2023,AM,State,50,"In the last five years, has your agency conducted incident response exercises that include ITS equipment/technologies to prepare for ITS cybersecurity events? Asked if Q48=1,2,3,5, or -9999","In the last five years, has your agency conducted incident response exercises that include ITS equipment/technologies to prepare for ITS cybersecurity events? Asked if Q48=1,2,3,5, or -9999",Excluded for privacy,,,,,ITS Program Planning and Operational Support,Medium,cybersecurity
2023_AM_State_data.xlsx,2023,AM,State,51a,"In the last three years, has your agency had any cybersecurity events or attacks (e.g., ransomware, data breach) that affected its information technology (IT) system and/or ITS technologies/equipment on arterials? Asked if Q48=1,2,3,5, or -9999","In the last three years, has your agency had any cybersecurity events or attacks (e.g., ransomware, data breach) that affected its information technology (IT) system and/or ITS technologies/equipment on arterials? Asked if Q48=1,2,3,5, or -9999",Excluded for privacy,,,,,ITS Program Planning and Operational Support,Medium,cybersecurity
2023_AM_State_data.xlsx,2023,AM,State,51b,"In the last three years, has your agency had any cybersecurity events or attacks (e.g., ransomware, data breach) that affected its information technology (IT) system? Asked if Q48=4","In the last three years, has your agency had any cybersecurity events or attacks (e.g., ransomware, data breach) that affected its information technology (IT) system? Asked if Q48=4",Excluded for privacy,,,,,ITS Program Planning and Operational Support,Medium,cybersecurity
2023_AM_State_data.xlsx,2023,AM,State,52,What was (or were) the initial point(s) of entry for the cybersecurity event(s) or attack(s)? Asked if Q51a_01=1 or Q51a_02=1,What was (or were) the initial point(s) of entry for the cybersecurity event(s) or attack(s)? Asked if Q51a_01=1 or Q51a_02=1,Excluded for privacy,,,,,ITS Program Planning and Operational Support,Medium,cybersecurity
2023_AM_State_data.xlsx,2023,AM,State,53,"Did any of the cybersecurity event(s) or attack(s) affect transportation system operations on arterials? Asked if Q51a_01=1 and/or Q51a_02=1, or Q51b=1","Did any of the cybersecurity event(s) or attack(s) affect transportation system operations on arterials? Asked if Q51a_01=1 and/or Q51a_02=1, or Q51b=1",Excluded for privacy,,,,,ITS Program Planning and Operational Support,Medium,cybersecurity
2023_AM_State_data.xlsx,2023,AM,State,54,Is your agency/region covered by a Regional (or State) Intelligent Transportation Systems (ITS) Architecture?,Is your agency/region covered by a Regional (or State) Intelligent Transportation Systems (ITS) Architecture?,AQ54,,Multiple Choice,"1,2,3,4,-9999",1=Yes; 2=No; 3=Don’t know; 4=Not familiar or never heard of a Regional ITS Architecture; -9999=No response provided,ITS Program Planning and Operational Support,Medium,architecture
2023_AM_State_data.xlsx,2023,AM,State,55,Is your agency using your Regional (or State) ITS Architecture to support ITS deployments on arterials? Asked if Q54=1,Is your agency using your Regional (or State) ITS Architecture to support ITS deployments on arterials? Asked if Q54=1,AQ55,,Multiple Choice,"1,2,3,4,5,-9999,-8888","1=Yes, for all ITS deployments; 2=Yes, for some ITS deployments; 3=No, my agency does not use our Regional ITS Architecture; 4=Not applicable (i.e., my agency does not use federal funds for ITS deployment OR my agency has not deployed ITS); 5=Don't know; -9999=No response provided; -8888=Skip logic",ITS Program Planning and Operational Support,Medium,architecture
2023_AM_State_data.xlsx,2023,AM,State,56a,What are key reasons for NOT using your Regional ITS Architecture to support arterial ITS deployments? Asked if Q55=3,What are key reasons for NOT using your Regional ITS Architecture to support arterial ITS deployments? Asked if Q55=3 || Lack of experience/technical expertise with the Regional ITS Architecture || The Regional ITS Architecture is out of date || The scope and/or scale of my agencies’ ITS projects are generally too small || No perceived technical or operational benefit to using the Regional ITS Architecture || Other (please specify): _____________________________,AQ56a_01 || AQ56a_02 || AQ56a_03 || AQ56a_04 || AQ56a_05 || AQ56a_05TXT,,Boolean,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided; -8888=Skip logic,ITS Program Planning and Operational Support,Medium,architecture
2023_AM_State_data.xlsx,2023,AM,State,56b,What are key reasons for NOT using your Regional ITS Architecture to support arterial ITS deployments? Asked if Q55=2,What are key reasons for NOT using your Regional ITS Architecture to support arterial ITS deployments? Asked if Q55=2 || Lack of experience/technical expertise with the Regional ITS Architecture || The Regional ITS Architecture is out of date || The scope and/or scale of my agencies’ ITS projects are generally too small || No perceived technical or operational benefit to using the Regional ITS Architecture || Other (please specify): _____________________________,AQ56b_01 || AQ56b_02 || AQ56b_03 || AQ56b_04 || AQ56b_05 || AQ56b_05TXT,,Boolean,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided; -8888=Skip logic,ITS Program Planning and Operational Support,Medium,architecture
2023_AM_State_data.xlsx,2023,AM,State,59,"Does your agency PROVIDE real-time arterial traffic information (e.g., travel time, speed, and condition) to the following types of agencies?","Does your agency PROVIDE real-time arterial traffic information (e.g., travel time, speed, and condition) to the following types of agencies? || Freeway management agencies || Arterial management agencies || Public transit agencies || Law enforcement public safety agencies || Fire rescue public safety agencies || Other agencies (please specify)",AQ59_01 || AQ59_02 || AQ59_03 || AQ59_04 || AQ59_05 || AQ59_06 || AQ59_06TXT,,Multiple Choice,"1,2,-9999",1=Yes;2=No;-9999=No response provided,Traffic Monitoring and Data Collection,High,travel time
2023_FM_data.xlsx,2023,FM,,1,Does your agency deploy any roadside infrastructure technologies to collect real-time traffic data on freeways?,"Does your agency deploy any roadside infrastructure technologies to collect real-time traffic data on freeways? || Inductive Loop || Radar/microwave detection || Video imaging detection || Magnetometers || Infrared/Thermal detection || Other (Please specify): ________ || No roadside infrastructure technologies are deployed [EXCLUSIVE] || Large urban areas are defined as places with populations greater than 100,000 or counties with populations greater than 950,000. For the purposes of reporting, “place” is used to describe all incorporated areas, such as cities, towns, villages, townships, and boroughs.",FQ01_01 || FQ01_02 || FQ01_03 || FQ01_04 || FQ01_05 || FQ01_06 || FQ01_07 || FQ01_06TXT,,Boolean || Text,"0,1,-9999",0=No;1=Yes;-9999=No response provided,Traffic Monitoring and Data Collection,High,real-time traffic data; inductive loop; video imaging; microwave; radar
2023_FM_data.xlsx,2023,FM,,2,Has your agency deployed any vehicle probe readers to collect real-time traffic data on freeways?,Has your agency deployed any vehicle probe readers to collect real-time traffic data on freeways? || Toll tag readers || License plate readers || Bluetooth readers || Cellular/mobile phone readers || In-vehicle GPS readers || Other readers (please specify): ________ || No vehicle probe readers are deployed [EXCLUSIVE],FQ02_01 || FQ02_02 || FQ02_03 || FQ02_04 || FQ02_05 || FQ02_06 || FQ02_07 || FQ02_06TXT,,Boolean || Text,"0,1,-9999",0=No;1=Yes;-9999=No response provided,Traffic Monitoring and Data Collection,High,real-time traffic data; bluetooth
2023_FM_data.xlsx,2023,FM,,3,"Does your agency use any external data sources (i.e., collected outside of your agency) for freeway management (e.g., incidents, road weather, traffic)?","Does your agency use any external data sources (i.e., collected outside of your agency) for freeway management (e.g., incidents, road weather, traffic)? || Notifications from the public via social media, emails, texts, phone calls, etc. || Publicly available mapping and traffic information apps (e.g., Google Maps, Waze, etc.) || Purchased third party commercial data (e.g., Inrix, HERE, TomTom) || Other transportation agency data (e.g., Other State DOTs or districts, MPOs, etc.) || Other (Please specify): ______________ || No external data sources are used [EXCLUSIVE] || Don’t know [EXCLUSIVE]",FQ03_01 || FQ03_02 || FQ03_03 || FQ03_04 || FQ03_05 || FQ03_06 || FQ03_07 || FQ03_05TXT,,Boolean || Text,"0,1,-9999",0=No;1=Yes;-9999=No response provided,Traffic Monitoring and Data Collection,High,commercial data
2023_FM_data.xlsx,2023,FM,,4,"How is your agency using the freeway data obtained from external sources? Asked if Q03_01, Q03_02, Q03_03, Q03_04, or Q03_05 =1","How is your agency using the freeway data obtained from external sources? Asked if Q03_01, Q03_02, Q03_03, Q03_04, or Q03_05 =1 || Traffic incident management || Work zone management || Road weather management || Traveler information || Freeway management || Performance management/measurement || Road/ITS asset management || Emergency management || Traffic studies and/or project prioritization || Safety analytics/management || Other (please specify): __________________",FQ04_01 || FQ04_02 || FQ04_03 || FQ04_04 || FQ04_05 || FQ04_06 || FQ04_07 || FQ04_08 || FQ04_09 || FQ04_10 || FQ04_11 || FQ04_11TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Traveler Information and User Services,Low,traveler information
2023_FM_data.xlsx,2023,FM,,4,"How is your agency using the freeway data obtained from external sources? Asked if Q03_01, Q03_02, Q03_03, Q03_04, or Q03_05 =1","How is your agency using the freeway data obtained from external sources? Asked if Q03_01, Q03_02, Q03_03, Q03_04, or Q03_05 =1 || Traffic incident management || Work zone management || Road weather management || Traveler information || Freeway management || Performance management/measurement || Road/ITS asset management || Emergency management || Traffic studies and/or project prioritization || Safety analytics/management || Other (please specify): __________________",FQ04_01 || FQ04_02 || FQ04_03 || FQ04_04 || FQ04_05 || FQ04_06 || FQ04_07 || FQ04_08 || FQ04_09 || FQ04_10 || FQ04_11 || FQ04_11TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Work Zone ITS and Queue Warning,Medium,work zone
2023_FM_data.xlsx,2023,FM,,4,"How is your agency using the freeway data obtained from external sources? Asked if Q03_01, Q03_02, Q03_03, Q03_04, or Q03_05 =1","How is your agency using the freeway data obtained from external sources? Asked if Q03_01, Q03_02, Q03_03, Q03_04, or Q03_05 =1 || Traffic incident management || Work zone management || Road weather management || Traveler information || Freeway management || Performance management/measurement || Road/ITS asset management || Emergency management || Traffic studies and/or project prioritization || Safety analytics/management || Other (please specify): __________________",FQ04_01 || FQ04_02 || FQ04_03 || FQ04_04 || FQ04_05 || FQ04_06 || FQ04_07 || FQ04_08 || FQ04_09 || FQ04_10 || FQ04_11 || FQ04_11TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,ITS Program Planning and Operational Support,Medium,asset management
2023_FM_data.xlsx,2023,FM,,5,You indicated that your agency purchases third party commercial data. What type(s) of freeway data is your agency purchasing? Asked if Q03 _03=1,"You indicated that your agency purchases third party commercial data. What type(s) of freeway data is your agency purchasing? Asked if Q03 _03=1 || Vehicle probe data || Connected vehicle data || Multimodal probe data || Origin-destination (trip) data || Non-recurring event data (e.g., incidents, closures, road weather events) || Other (please specify): _____________",FQ05_01 || FQ05_02 || FQ05_03 || FQ05_04 || FQ05_05 || FQ05_06 || FQ05_06TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Traffic Monitoring and Data Collection,High,probe data; commercial data
2023_FM_data.xlsx,2023,FM,,5,You indicated that your agency purchases third party commercial data. What type(s) of freeway data is your agency purchasing? Asked if Q03 _03=1,"You indicated that your agency purchases third party commercial data. What type(s) of freeway data is your agency purchasing? Asked if Q03 _03=1 || Vehicle probe data || Connected vehicle data || Multimodal probe data || Origin-destination (trip) data || Non-recurring event data (e.g., incidents, closures, road weather events) || Other (please specify): _____________",FQ05_01 || FQ05_02 || FQ05_03 || FQ05_04 || FQ05_05 || FQ05_06 || FQ05_06TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,"Connected, Automated, and Emerging Vehicle Technology",Medium,connected vehicle
2023_FM_data.xlsx,2023,FM,,6,Has your agency deployed freeway entrance ramp metering?,Has your agency deployed freeway entrance ramp metering?,FQ06,,Multiple Choice,"1,2,3,-9999",1=Yes;2=No; 3= Not applicable (agency does not manage ramps);-9999=No response provided,Active Traffic and Demand Management,Low,ramp metering
2023_FM_data.xlsx,2023,FM,,7,Which of the following capabilities applies to your agency’s freeway ramp metering system? Asked if Q06=1,"Which of the following capabilities applies to your agency’s freeway ramp metering system? Asked if Q06=1 || Fixed/pre-timed (e.g., based on historical data) || Local adaptive/responsive based on real time traffic conditions in local vicinity of the ramp || Corridor or system-wide adaptive/responsive based on real time traffic conditions along a facility, corridor, or system || Other (please specify): _____________",FQ07_01 || FQ07_02 || FQ07_03 || FQ07_04 || FQ07_04TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Active Traffic and Demand Management,Low,ramp metering
2023_FM_data.xlsx,2023,FM,,8,"Does your agency deploy any advanced ramp metering technologies (i.e., ramp metering integrated with other traffic management tools/strategies)? Asked if Q07_02=1 or Q07_03=1","Does your agency deploy any advanced ramp metering technologies (i.e., ramp metering integrated with other traffic management tools/strategies)? Asked if Q07_02=1 or Q07_03=1 || Dynamic bottleneck identification || Automated incident detection || Integration with adjacent arterial traffic signals || Other (please specify): _____________ || No advanced metering technologies are deployed [EXCLUSIVE]",FQ08_01 || FQ08_02 || FQ08_03 || FQ08_04 || FQ08_05 || FQ08_04TXT,,Boolean || Text,"0,1,-9999,-8888",0=No;1=Yes;-9999=No response provided;-8888=Skip logic,Active Traffic and Demand Management,Low,ramp metering
